	wmo	lat	lon	station	date_min	date_max
2553	72432	  38.05	 -87.53	[EV] Evansville AP, IN (WBAN=93817)	1929-10-01 00:00:00	1978-01-01 00:00:00
2554	72433	  38.65	 -88.97	KSLO Salem - Leckrone AP, IL (WBAN=03879)	1969-06-25 00:00:00	1988-11-28 00:00:00
2555	72434	  38.63	 -90.20	St. Louis, MO	1893-12-18 00:00:00	1978-01-01 00:00:00
2556	72435	  37.00	 -89.17	(assigned station ID) KCIR Cairo kite station, IL	1898-04-01 00:00:00	1995-02-07 00:00:00
2557	72436	  39.27	 -85.90	KBAK Columbus - Bakalar Air Force Base (operated by US Air Force), IN (WBAN=13803)	1955-05-15 00:00:00	1955-09-11 00:00:00
2558	72438	  39.80	 -86.20	Indianapolis, IN	1909-09-25 00:00:00	1978-01-01 00:00:00
2559	72439	  39.67	 -90.01	Springfield kite station, IL	1898-04-01 00:00:00	1963-06-15 00:00:00
2560	72440	  37.224	 -93.244	(old) Springfield Municipal AP, Springfield, MO	1939-05-19 00:00:00	2007-08-13 00:00:00
2561	72444	  37.75	 -92.15	(made up station ID) KTBN Fort Leonard Wood (operated by US Army), MO (WBAN=03938)	1964-10-01 00:00:00	1964-11-01 00:00:00
2562	72445	  38.95	 -92.33	Columbia - USWB Office, Agricultural Building (Switzler Hall), University of Missouri, MO	1927-12-31 00:00:00	1979-04-26 00:00:00
2563	72446	  38.99	 -94.48	KMKC Kansas City (Raytown - Richards Field), MO	1926-01-01 00:00:00	1927-01-01 00:00:00
2564	72450	  37.63	 -97.27	Wichita - USWB Airport Station, Municipal Airport, Wichita, KS	1930-04-01 00:00:00	1979-04-26 00:00:00
2565	72451	  37.74	 -99.98	Dodge City kite station, KS <IGRA-C> <WGUAN> <NGUAN> <LKS>	1898-04-01 00:00:00	1997-06-01 00:00:00
2566	72455	  39.05	 -96.77	KFRI Fort Riley - Marshall Army Air Field (operated by US Army), KS (WBAN=13947)	1958-04-04 00:00:00	1994-03-31 00:00:00
2567	72456	  39.02	 -95.67	Topeka kite station, KS	1898-04-01 00:00:00	1998-06-01 00:00:00
2568	72457	  39.33	 -94.92	KFLV Fort Leavenworth - Sherman Air Force Base (operated by US Air Force), KS (WBAN=13921)	1944-05-01 00:00:00	1953-10-19 00:00:00
2569	72458	  39.571	 -97.6661	KCNK Concordia - USWB Office, Post Office Building, 7th and Washington, Concordia, KS	1929-12-28 00:00:00	1979-04-26 00:00:00
2570	72461	  40.02	-105.27	(made up station ID) Boulder - Colorado State University AFCRL ozonesonde network station, CO	1963-08-21 00:00:00	2006-08-13 00:00:00
2571	72462	  37.43	-105.85	KALS Alamosa AP, CO (WBAN=23061)	1948-04-01 00:00:00	1963-06-15 00:00:00
2572	72464	  38.28	-104.52	KPUB Pueblo, CO - NSSP pibals	1961-03-15 00:00:00	1978-01-01 00:00:00
2573	72465	  39.37	-101.70	KGLD Goodland - Renner AP, KS (WBAN=93056)	1952-07-18 00:00:00	1979-04-26 00:00:00
2574	72466	  38.82	-104.72	Colorado Springs, CO	1986-01-01 00:00:00	1986-01-01 00:00:00
2575	72468	  38.70	-104.77	KFCS Fort Carson (operated by US Army), CO (WBAN=94015 !! SG1992 has WBAN=94018)	1969-02-01 00:00:00	1998-05-08 00:00:00
2576	72469	  39.75	-105.00	Denver - USWB Office, New Post Office Building, 19th and Stout, CO	1919-01-01 00:00:00	2008-10-27 00:00:00
2577	72473	  37.80	-113.90	[PMA] Modena AP, UT	1927-08-01 00:00:00	1935-12-01 00:00:00
2578	72475	  38.42	-113.02	Milford AP, UT (WBAN=23176)	1948-07-01 00:00:00	1978-01-01 00:00:00
2579	72476	  39.07	-108.57	KGJT Grand Junction - USWB Office, Post Office, 4th and Rood, Grand Junction, CO (WBAN=23032)	1938-06-01 00:00:00	2006-09-18 00:00:00
2580	72480	  37.37	-118.37	KBIH Bishop AP, CA	1949-03-01 00:00:00	1978-01-01 00:00:00
2581	72481	  37.37	-120.57	KMER Merced - Castle Air Force Base (operated by US Air Force), CA (WBAN=23203)	1944-04-01 00:00:00	1963-01-31 00:00:00
2582	72482	  36.60	-118.73	(made up station ID) Sequoia National Park - Lodgepole Visitor Center - Sierra Wave Project radiosondes, CA	1951-09-01 00:00:00	1952-04-01 00:00:00
2583	72483	  39.13	-121.43	KBAB Marysville - Beale Air Force Base, CA (WBAN=93216)	1959-07-01 00:00:00	1966-02-28 00:00:00
2584	72484	  39.15	-122.08	"(made up station ID) ""ILA"" Williams Picket Fence field program, CA"	1992-02-13 00:00:00	1992-03-07 00:00:00
2585	72485	  38.07	-117.08	Tonopah Army Airfield (operated by US Air Force), NV (WBAN=23128)	1951-10-08 00:00:00	1958-10-31 00:00:00
2586	72486	  39.28	-114.87	KELY Ely - Yelland AP, NV (WBAN=23154)	1939-07-24 00:00:00	1995-08-02 00:00:00
2587	72488	  39.527	-119.812	Reno - USWB Office, IOOF Building, 2nd and N Center St, Reno, NV	1927-07-01 00:00:00	1978-01-01 00:00:00
2588	72489	  39.5683	-119.7953	KREV Reno - NWS Forecast Office, 2350 Raggio Pkwy, Reno, NV 89512-3900	1994-10-28 00:00:00	2006-07-03 00:00:00
2589	72491	  36.60	-121.88	"""NPS"" Monterey - Naval Postgraduate School Picket Fence field program, CA"	1992-02-13 00:00:00	1992-03-07 00:00:00
2590	72493	  37.73	-122.20	KOAK Oakland AP - USWB Office, Oakland Municipal AP, Terminal Building First Floor, 9351 Earhart Road, Oakland, CA  94621-4520 (WBAN=23230)	1930-04-01 00:00:00	2009-02-09 00:00:00
2591	72494	  37.793	-122.402	San Francisco - USWB Office, Merchants Exchange Bldg., 465 California St., San Francisco, CA	1921-05-01 00:00:00	1931-03-01 00:00:00
2592	72496	  38.0918	-122.9555	(made up station ID) Point Reyes National Seashore ARM Mobile Facility (AMF) MASRAD site, CA	2005-02-25 00:00:00	2005-09-15 00:00:00
2593	72497	  39.80	-121.85	KCIC Chico, CA (WBAN=23201)	1962-02-06 00:00:00	1971-03-26 00:00:00
2594	72498	 999.9999	 999.9999	(made up station ID) KUKI Ukiah AP, CA APOBS	9999999	9999999
2595	72500	  40.45	 -74.00	Sandy Hook Proving Ground (Operated by US Army), NJ	1918-09-01 00:00:00	1930-09-08 00:00:00
2596	72501	  40.8652	 -72.8628	KOKX Upton - NWS Forecast Office, Brookhaven National Laboratory, 175 Brookhaven Ave. Bldg. NWS-1, Upton, NY 11973	1994-09-02 00:00:00	1998-06-01 00:00:00
2597	72502	  40.70	 -74.17	KEWR Newark AP, NJ	1927-01-01 00:00:00	1927-01-01 00:00:00
2598	72503	  40.74	 -73.61	(assigned station ID) Mineola - Hazelhurst Field No. 1 (Operated by US Army), NY	1918-07-01 00:00:00	1991-02-01 00:00:00
2599	72506	  41.25	 -70.07	KACK Nantucket, MA (WBAN=14756)	1946-04-14 00:00:00	2003-08-28 00:00:00
2600	72507	  41.58	 -71.42	KNCO Quonset Point Naval Air Station (operated by US Navy), RI (WBAN=14788)	1943-12-01 00:00:00	1965-04-01 00:00:00
2601	72508	  41.93	 -72.68	KBDL Windsor Locks - Bradley AP Field Project Stormy Spring site, CT	1965-03-01 00:00:00	1998-01-01 00:00:00
2602	72509	  42.37	 -71.03	Boston - East Boston AP, MA	1926-10-15 00:00:00	1972-04-19 00:00:00
2603	72511	  40.20	 -76.77	(assigned station ID) Middletown - Three Mile Island Nuclear Power Plant, PA	1979-04-01 00:00:00	1979-04-01 00:00:00
2604	72512	  41.00	 -78.17	[TKY] Kylertown, PA (WBAN=94763)	1935-06-01 00:00:00	1935-06-01 00:00:00
2605	72514	  41.23	 -76.92	Williamsport, PA (WBAN=14778)	1952-05-01 00:00:00	1978-01-01 00:00:00
2606	72515	  42.08	 -76.10	KBGM Binghamton (Endicott - Tri-Cities AP), NY (WBAN=14738)	1948-01-01 00:00:00	1978-01-01 00:00:00
2607	72516	  42.12	 -76.90	(assigned station ID) Elmira - Harris Hill Gliderport, NY	1936-06-20 00:00:00	1936-07-05 00:00:00
2608	72517	  42.43	 -76.57	(assigned station ID) [PIT] Ithaca, NY	1924-01-01 00:00:00	1929-09-01 00:00:00
2609	72518	  42.75	 -73.80	KALB Albany County AP, NY (WBAN=14735)	1929-10-15 00:00:00	2003-10-01 00:00:00
2610	72519	  43.07	 -76.27	Syracuse, NY (WBAN=14771)	1948-01-01 00:00:00	1978-01-01 00:00:00
2611	72520	  40.35	 -79.93	[PT] KAGC Pittsburgh - USWB Airport Station, Administration Building, Allegheny County AP, Pittsburgh, PA (WBAN=14762)	1934-01-18 00:00:00	1997-06-01 00:00:00
2612	72521	  41.0421	 -81.4628	[AX] Akron - Municipal AP, OH	9999999	9999999
2613	72524	  41.44	 -81.65	(assigned station ID) Cleveland kite station, OH	1898-04-01 00:00:00	1973-03-27 00:00:00
2614	72528	  42.93	 -78.73	KBUF Buffalo AP, NY (WBAN=14733)	1929-10-01 00:00:00	2006-10-16 00:00:00
2615	72529	  43.13	 -77.63	(assigned station ID) Rochester - Eastman Quadrangle, River Campus, University of Rochester, NY	1936-06-17 00:00:00	1936-06-17 00:00:00
2616	72531	  40.30	 -88.15	KRAN Rantoul - Chanute Air Force Base (operated by US Air Force), IL (WBAN=14806)	1944-09-02 00:00:00	1956-09-11 00:00:00
2617	72532	  40.67	 -89.68	KPIA Peoria - Greater Peoria AP, IL (WBAN=14842)	1956-09-12 00:00:00	1995-02-14 00:00:00
2618	72533	  41.00	 -85.20	Fort Wayne - Baer Field, IN (WBAN=14827)	1940-01-04 00:00:00	1978-01-01 00:00:00
2619	72534	  41.789	 -87.599	Chicago - Chicago Observatory, Rosenwald Hall, University of Chicago, 58th St. and University Ave., Chicago, IL	1926-01-01 00:00:00	1979-09-28 00:00:00
2620	72535	  41.70	 -86.32	KSBN South Bend, IN (operated by US Air Force) (WBAN=94848)	1959-05-29 00:00:00	1961-09-30 00:00:00
2621	72536	  41.57	 -83.47	KTDZ [TL] Toledo - Metcalf Field, OH (WBAN=14849 or 13849)	1944-01-04 00:00:00	1951-11-30 00:00:00
2622	72537	  42.30	 -83.22	Detroit (Dearborn - Ford AP), MI	1919-01-17 00:00:00	1973-02-27 00:00:00
2623	72539	  42.75	 -84.63	Lansing kite station, MI	1898-06-08 00:00:00	1926-10-01 00:00:00
2624	72541	  40.88	 -86.48	(made up station ID) Royal Center kite station, IN	1918-07-13 00:00:00	1932-03-01 00:00:00
2625	72544	  41.45	 -90.52	Moline AP, IL	1930-04-01 00:00:00	1963-06-15 00:00:00
2626	72545	  41.50	 -90.63	[PDX] Davenport, IA	1961-09-01 00:00:00	1961-09-01 00:00:00
2627	72546	  41.53	 -93.65	KDSM Des Moines, IA - NSSP pibals	1961-03-15 00:00:00	1978-01-01 00:00:00
2628	72547	  42.50	 -90.68	(assigned station ID) Dubuque kite station, IA	1898-04-01 00:00:00	1898-11-01 00:00:00
2629	72550	  41.30	 -95.90	(assigned station ID) Omaha Municipal AP, NE meteorographs and experimental radiometeorographs (WBAN=14942)	1932-08-10 00:00:00	1939-04-30 00:00:00
2630	72553	  41.55	 -96.45	(assigned station ID) Drexel Farm kite station, NE	1915-10-22 00:00:00	1994-05-10 00:00:00
2631	72554	  41.32	 -95.98	(assigned station ID) Omaha - Fort Omaha kite station, NE	1898-04-01 00:00:00	1954-05-16 00:00:00
2632	72557	  42.497	 -96.406	Sioux City - USWB Office, NE corner 6th and Douglas, IA	1929-12-28 00:00:00	1961-06-30 00:00:00
2633	72558	  41.3194	 -96.3664	KOAX Omaha (Valley - NWS Forecast Office, 6706 N 288th Street, Valley, NE  68064-9443)	1994-05-12 00:00:00	2007-09-24 00:00:00
2634	72562	  41.16	-100.79	(assigned station ID) North Platte kite station, NE	1898-04-01 00:00:00	2007-09-10 00:00:00
2635	72563	 999.9999	 999.9999	KSNY Sidney, NE (WBAN=94007)	1957-09-01 00:00:00	1957-09-01 00:00:00
2636	72564	  41.13	-104.80	Cheyenne - USWB Office, H. N. Boyd Building, 18th and Carey St., Cheyenne, WY	1926-09-01 00:00:00	1963-06-15 00:00:00
2637	72569	  42.92	-106.47	Casper, WY (WBAN=24089)	1978-01-01 00:00:00	1978-01-01 00:00:00
2638	72572	  40.7616	-111.8908	Salt Lake City - USWB Office, Boston Building, Main and Exchange Place, Salt Lake City, UT	1926-01-01 00:00:00	2005-09-19 00:00:00
2639	72574	  41.62	-109.22	[RT] Rock Springs - USWB Airport Station, Municipal Airport, Rock Springs, WA	1932-01-04 00:00:00	1932-01-04 00:00:00
2640	72575	  41.20	-112.02	KOGD [OG] Ogden - Hinckley AP (operated by USWB), UT (WBAN=24126)	1943-08-04 00:00:00	1956-08-07 00:00:00
2641	72576	  42.82	-108.73	KLND Lander AP - NWS Office, Hunt AP, ___ Buena Vista Drive, Lander, WY  82520 (WBAN=24021)	1972-01-04 00:00:00	1995-08-25 00:00:00
2642	72581	  40.72	-114.06	Wendover Air Force Base, UT (WBAN=24111)	1945-03-01 00:00:00	1978-01-01 00:00:00
2643	72582	  40.83	-115.78	[EL] Elko AP, NV	1930-11-06 00:00:00	2007-06-18 00:00:00
2644	72583	  40.96	-117.72	Winnemucca - USWB Office, Hayden Cottage, 215 Aiken St., Winnemucca, NV	1972-02-01 00:00:00	1994-10-25 00:00:00
2645	72591	  40.15	-122.25	KRBL Red Bluff AP, CA APOBS	9999999	9999999
2646	72592	  40.58	-122.40	Redding - Benton AP, CA	1929-04-01 00:00:00	1992-03-07 00:00:00
2647	72593	  40.88	-124.10	(made up station ID) Arcata, CA	9999999	9999999
2648	72597	  42.32	-122.86	Medford - USWB Office, Newell Barber Field, OR	1926-12-22 00:00:00	1997-06-01 00:00:00
2649	72600	  43.93	 -60.03	Sable Island, Nova Scotia, Canada (WBAN=14642)	1929-01-01 00:00:00	1977-06-30 00:00:00
2650	72601	  44.66	 -63.58	Halifax, Nova Scotia, Canada (operated by US Navy)	1918-10-01 00:00:00	1929-01-01 00:00:00
2651	72603	  43.83	 -66.03	Yarmouth (Rockville), Nova Scotia, Canada	1929-01-01 00:00:00	1929-01-01 00:00:00
2652	72606	  43.6503	 -70.3084	KPWM [PW] Portland AP, ME (WBAN=14764)	1940-06-01 00:00:00	1994-09-21 00:00:00
2653	72609	  45.28	 -66.07	St. John (Red Head), New Brunswick, Canada	1929-01-01 00:00:00	1929-01-01 00:00:00
2654	72613	  44.27	 -71.30	KMWN Mount Washington, NH	1932-10-01 00:00:00	1938-10-01 00:00:00
2655	72617	  44.4747	 -73.1960	Burlington - USWB Office, University of Vermont, 601 Main Street, Burlington, VT	1920-01-01 00:00:00	1935-08-01 00:00:00
2656	72624	  43.6632	 -79.3946	Toronto - Toronto Observatory, King's College Rd., University of Toronto, Ontario, Canada	9999999	9999999
2657	72627	  45.47	 -73.75	Montreal - Pierre Elliott Trudeau AP, Quebec, Canada	1977-06-30 00:00:00	1977-06-30 00:00:00
2658	72628	  45.40	 -75.72	Ottawa, Ontario, Canada	1920-01-01 00:00:00	1920-01-01 00:00:00
2659	72632	  42.6992	 -83.4717	KDTX Detroit (White Lake - NWS Forecast Office, 9200 White Lake Road, White Lake, MI 48386)	1994-09-16 00:00:00	1998-06-01 00:00:00
2660	72634	  44.9083	 -84.7194	KAPX Gaylord (Waters - NWS Forecast Office, 8800 Passenheim Road, Gaylord, MI 49735-9454)	1996-05-04 00:00:00	2007-08-27 00:00:00
2661	72637	  42.97	 -83.73	Flint AP - NWS Office, Bishop AP, MI  48507-3187 (WBAN=14826)	1956-09-19 00:00:00	1994-09-13 00:00:00
2662	72639	  45.07	 -83.43	Alpena, MI (WBAN=14814)	1957-01-01 00:00:00	1978-01-01 00:00:00
2663	72641	  43.08	 -89.40	(assigned station ID) Madison - North Hall, University of Wisconsin, WI	1919-05-01 00:00:00	2005-01-25 00:00:00
2664	72642	  43.97	 -90.73	(made up station ID) Fort McCoy, WI FIRE Cirrus IFO field experiment	1986-10-13 00:00:00	1986-11-02 00:00:00
2665	72645	  44.52	 -88.02	Green Bay - USWB Office, Minahan Building, 210 E. Walnut St., Green Bay, WI (WBAN=14831)	1942-01-01 00:00:00	2008-10-14 00:00:00
2666	72646	  44.93	 -89.62	KAUW Wausau AP, WI FIRE Cirrus IFO field experiment	1986-10-13 00:00:00	1986-11-02 00:00:00
2667	72647	  42.68	 -90.45	(made up station ID) KPVB Platteville, WI FIRE Cirrus IFO field experiment	1986-10-13 00:00:00	1986-11-02 00:00:00
2668	72649	  44.8490	 -93.5644	KMPX Minneapolis (NWS Forecast Office, 1733 Lake Drive West, Chanhassen, MN 55317-8581)	1995-06-02 00:00:00	2005-09-06 00:00:00
2669	72654	  44.37	 -98.23	(assigned station ID) Huron - State Fair Grounds, SD	1910-08-09 00:00:00	1994-11-19 00:00:00
2670	72655	  45.583	 -94.175	KSTC [TZC] St. Cloud - USWB Office, Whitney AP, St. Cloud, MN  56304-9801 (WBAN=14926)	1947-05-25 00:00:00	1995-05-31 00:00:00
2671	72657	  44.93	 -93.07	KSTP [TZP] St. Paul - Holman Field, MN (WBAN=14927)	1926-11-08 00:00:00	1953-06-01 00:00:00
2672	72658	  44.889	 -93.222	KMSP [MP] Minneapolis - Wold-Chamberlain AP, MN (WBAN=14922)	1939-01-01 00:00:00	1941-03-01 00:00:00
2673	72659	  45.98	 -98.57	(assigned station ID) Ellendale kite station, ND	1917-12-17 00:00:00	2006-08-07 00:00:00
2674	72660	  44.36	-100.31	(made up station ID) KPIR Pierre kite station, SD	1898-04-01 00:00:00	1899-01-01 00:00:00
2675	72662	  43.98	-103.35	"(assigned station ID) Rapid City (Keystone - Stratosphere Bowl ""Stratobowl"" and ""Stratocamp"" Station A and Station B), SD"	1935-05-01 00:00:00	2006-07-24 00:00:00
2676	72666	  44.7935	-106.9555	Sheridan - USWB Office, 405 S. Main St., Sheridan, WY (WBAN=24058)	1927-08-01 00:00:00	1975-12-04 00:00:00
2677	72672	  43.0650	-108.4767	KRIW Riverton - NWS Forecast Office, 12744 West U.S. Hwy 26, Riverton, WY 82501	1995-08-27 00:00:00	2006-09-05 00:00:00
2678	72677	  45.80	-108.53	KBIL [BI] Billings - Gore Field, MT  (WBAN=24033)	1934-07-01 00:00:00	1978-01-01 00:00:00
2679	72681	  43.62	-116.20	Boise USWB Office, Federal Building, 8th and Bancock (N corner), Boise, ID	1926-01-01 00:00:00	2006-10-27 00:00:00
2680	72683	  43.58	-119.05	Burns, OR	9999999	9999999
2681	72688	  45.68	-118.85	[PO] Pendleton - USWB Airport Station, Bureau of Air Commerce Building, Pendleton Field, Pendleton, OR (WBAN=24155)	1935-04-01 00:00:00	1956-01-01 00:00:00
2682	72693	  44.12	-123.22	Eugene - Mahlon Sweet AP, OR (WBAN=24221)	1948-01-01 00:00:00	1978-01-01 00:00:00
2683	72694	  44.91	-123.01	KSLE Salem - McNary AP, Salem, OR  97302	1971-12-31 00:00:00	2007-07-02 00:00:00
2684	72698	  45.57	-122.72	Portland - USWB Office, Administration Building, Swan Island AP, Portland, OR	1928-07-01 00:00:00	1973-06-18 00:00:00
2685	72699	  46.21	-123.77	Tongue Point Naval Air Station, OR (operated by US Navy)	1942-05-06 00:00:00	1944-10-01 00:00:00
2686	72701	  45.70	 -66.50	Fredericton (Canadian Forces Base Gagetown), New Brunswick, Canada (WBAN=14685)	1971-06-16 00:00:00	1977-06-30 00:00:00
2687	72708	  47.20	 -60.22	Saint Paul Island, Nova Scotia, Canada	1929-01-01 00:00:00	1929-01-01 00:00:00
2688	72712	  46.869	 -68.013	KCAR [IB] Caribou AP - NWS Office, 810 N. Main St., Caribou, ME 04736-4452 (WBAN=14607)	1942-04-30 00:00:00	2012-06-19 00:00:00
2689	72714	  46.80	 -71.22	Quebec, Quebec, Canada	1929-01-01 00:00:00	1929-01-01 00:00:00
2690	72716	 999.9999	 999.9999	Valcartier, PQ, Canada	1977-06-27 00:00:00	1977-06-27 00:00:00
2691	72722	  46.37	 -75.98	Maniwaki, PQ, Canada (WBAN=04734)	1977-06-30 00:00:00	1977-06-30 00:00:00
2692	72734	  46.47	 -84.37	Sault Sainte Marie kite station, MI	1898-04-01 00:00:00	1996-04-24 00:00:00
2693	72743	  46.544	 -87.396	Marquette - USWB Office, US Post Office and Courthouse, NW corner Washington and Third Streets, Marquette, MI (WBAN=14838)	1957-01-01 00:00:00	1978-01-01 00:00:00
2694	72745	  46.78	 -92.12	(assigned station ID) Duluth kite station, MN	1898-04-01 00:00:00	1898-11-01 00:00:00
2695	72747	  48.60	 -93.40	KINL International Falls AP, MN (WBAN=14918)	1942-09-28 00:00:00	1997-05-29 00:00:00
2696	72753	  46.90	 -96.80	KFAR [FO] Fargo - Hector Field, ND	1934-07-01 00:00:00	1939-07-06 00:00:00
2697	72756	  47.93	 -97.17	KGFK [GF] Grand Forks, ND	1950-01-01 00:00:00	1950-01-01 00:00:00
2698	72757	  47.95	 -97.40	Grand Forks Air Force Base, ND	1960-04-01 00:00:00	1964-08-01 00:00:00
2699	72758	  48.95	 -97.24	KPMB [PB] Pembina - Fort Pembina AP, ND	1931-08-01 00:00:00	1934-06-30 00:00:00
2700	72764	  46.80	-100.80	Bismarck - USWB Office, 101 Main St., Bismarck, ND	1932-03-07 00:00:00	2006-08-21 00:00:00
2701	72768	  48.194	-106.636	[PGL] Glasgow - Weather Bureau Office, First National Bank Building, 501 1st Avenue South, Glasgow, MT (WBAN=24034)	1943-06-06 00:00:00	2007-07-16 00:00:00
2702	72773	  46.87	-114.00	Missoula - USWB Office, Montana Building, Higgins Ave. and Broadway, Missoula, MT (WBAN=94105)	1935-11-01 00:00:00	1978-01-01 00:00:00
2703	72775	  47.48	-111.35	KGTF [GT] Great Falls - Weather Bureau Office, Administration Building, Gore Field, MT (WBAN=24143)	1940-08-01 00:00:00	1994-09-14 00:00:00
2704	72776	  47.4605	-111.3854	KTFX Great Falls - NWS Forecast Office, 5324 Tri-Hill Frontage Rd, Great Falls, MT  59404-4933	1994-09-16 00:00:00	1997-06-01 00:00:00
2705	72777	  48.552	-109.680	[THV] Havre - USWB Office, 210 2nd St. E, Havre, MT (WBAN=24035)	1927-08-06 00:00:00	1978-01-01 00:00:00
2706	72781	  46.57	-120.53	Yakima AP, WA (WBAN=24243)	1929-01-01 00:00:00	1978-01-01 00:00:00
2707	72782	  46.27	-119.02	(made up station ID) Pasco - USWB Airport Station, Pasco AP, WA	1930-01-01 00:00:00	1935-04-01 00:00:00
2708	72785	  47.68	-117.32	KSFF [SM] Spokane - Felts Field, WA	1934-07-02 00:00:00	1995-09-20 00:00:00
2709	72786	  47.6817	-117.6267	KOTX Spokane - NWS Forecast Office, 2601 N. Rambo Rd, Spokane, WA 99224	1995-09-22 00:00:00	2006-05-22 00:00:00
2710	72787	  48.91	-117.80	(assigned station ID) Northport, WA	1929-06-08 00:00:00	1930-02-01 00:00:00
2711	72792	  46.97	-122.90	KOLM Olympia, WA (WBAN=24227)	1962-06-01 00:00:00	1992-03-07 00:00:00
2712	72793	  47.6030	-122.3335	Seattle - USWB Office, Hoge Building, 703 2nd Ave. (at Cherry), Seattle, WA	1923-01-01 00:00:00	1982-02-11 00:00:00
2713	72794	  47.68	-122.25	(made up station ID) KNEJ [NSP] Seattle - Sand Point Naval Air Station, WA (WBAN=24244)	1930-01-23 00:00:00	1956-06-28 00:00:00
2714	72797	  47.9344	-124.5597	KUIL Quillayute AP - NWS Contract Meteorological Observatory, Quillayute State AP, 6096 Quillayute Road, Forks, WA  98331	1966-08-01 00:00:00	2007-10-22 00:00:00
2715	72798	  48.391	-124.736	KTTI [PTA] Tatoosh Island, WA (WBAN=24240)	1943-03-14 00:00:00	1966-08-01 00:00:00
2716	72799	  48.65	-123.43	Victoria (Patricia Bay AP), British Columbia, Canada	9999999	9999999
2717	72800	  46.52	 -53.07	Cape Race, Newfoundland	1929-01-01 00:00:00	1929-01-01 00:00:00
